[Luna] 05:10:33.244 [Luna-Log-Dispatcher] INFO  fun.efto.luna.agent.web.ws.LogDispatcher - [Diagnostic] [LOG] line before: Line 33 check User{id=37, name='User37', age=57, email='user37@example.com'}
[Luna] 05:10:36.246 [Luna-Log-Dispatcher] INFO  fun.efto.luna.agent.web.ws.LogDispatcher - [Diagnostic] [LOG] line before: Line 21 check 38
[Luna] 05:10:36.246 [Luna-Log-Dispatcher] INFO  fun.efto.luna.agent.web.ws.LogDispatcher - [Diagnostic] [LOG] line before: Line 33 check User{id=38, name='User38', age=58, email='user38@example.com'}
[Luna] 05:10:39.246 [Luna-Log-Dispatcher] INFO  fun.efto.luna.agent.web.ws.LogDispatcher - [Diagnostic] [LOG] line before: Line 21 check 39
[Luna] 05:10:39.246 [Luna-Log-Dispatcher] INFO  fun.efto.luna.agent.web.ws.LogDispatcher - [Diagnostic] [LOG] line before: Line 33 check User{id=39, name='User39', age=59, email='user39@example.com'}
[Luna] 05:10:42.249 [Luna-Log-Dispatcher] INFO  fun.efto.luna.agent.web.ws.LogDispatcher - [Diagnostic] [LOG] line before: Line 21 check 40
[Luna] 05:10:42.249 [Luna-Log-Dispatcher] INFO  fun.efto.luna.agent.web.ws.LogDispatcher - [Diagnostic] [LOG] line before: Line 33 check User{id=40, name='User40', age=60, email='user40@example.com'}
[Luna] 05:10:45.250 [Luna-Log-Dispatcher] INFO  fun.efto.luna.agent.web.ws.LogDispatcher - [Diagnostic] [LOG] line before: Line 21 check 41
[Luna] 05:10:45.250 [Luna-Log-Dispatcher] INFO  fun.efto.luna.agent.web.ws.LogDispatcher - [Diagnostic] [LOG] line before: Line 33 check User{id=41, name='User41', age=61, email='user41@example.com'}
[Luna] 05:10:48.252 [Luna-Log-Dispatcher] INFO  fun.efto.luna.agent.web.ws.LogDispatcher - [Diagnostic] [LOG] line before: Line 21 check 42
[Luna] 05:10:48.253 [Luna-Log-Dispatcher] INFO  fun.efto.luna.agent.web.ws.LogDispatcher - [Diagnostic] [LOG] line before: Line 33 check User{id=42, name='User42', age=62, email='user42@example.com'}
[Luna] 05:10:51.255 [Luna-Log-Dispatcher] INFO  fun.efto.luna.agent.web.ws.LogDispatcher - [Diagnostic] [LOG] line before: Line 21 check 43
